    131.5117035  27129.6972656      6.0276284
    131.7117004  27219.0800781      6.0359716
    131.9116974  27288.4277344      6.0389085
    132.1117096  27353.0976562      6.0464673
    132.3117065  27420.2597656      6.0498843
    132.5117035  27476.7402344      6.0524259
    132.7117004  27509.1132812      6.0548806
    132.9116974  27556.1972656      6.0523119
    133.1117096  27585.1660156      6.0602837
    133.3117065  27592.0410156      6.0625482
    133.5117035  27599.6250000      6.0647278
    133.7117004  27589.5117188      6.0635767
    133.9116974  27572.6074219      6.0643682
    134.1117096  27543.3496094      6.0635228
    134.3117065  27487.0761719      6.0622563
    134.5117035  27481.1152344      6.0599632
    134.7117004  27433.9746094      6.0535994
    134.9116974  27393.1425781      6.0539842
    135.1117096  27352.1796875      6.0519662
    135.3117065  27310.7343750      6.0491734
    135.5117035  27283.4687500      6.0463448
    135.7117004  27260.1308594      6.0445452
    135.9116974  27245.8984375      6.0405231
    136.1117096  27244.9199219      6.0412064
    136.3117065  27243.7734375      6.0415301
    136.5117035  27252.2324219      6.0390329
    136.7117004  27261.1757812      6.0383344
    136.9116974  27287.2265625      6.0409751
    137.1117096  27303.6406250      6.0410314
    137.3117065  27326.9238281      6.0444746
    137.5117035  27367.2187500      6.0430064
    137.7117004  27406.0722656      6.0438585
    137.9116974  27421.4140625      6.0491776
    138.1117096  27443.5156250      6.0494251
    138.3117065  27456.5976562      6.0506659
    138.5117035  27452.1894531      6.0497780
    138.7117004  27418.1640625      6.0482302
    138.9116974  27411.0136719      6.0497780
    139.1117096  27366.7949219      6.0457587
    139.3117065  27329.3222656      6.0413666
    139.5117035  27255.1054688      6.0364275
    139.7117004  27177.2246094      6.0306702
    139.9116974  27106.0390625      6.0234199
    140.1117096  27013.5937500      6.0155540
    140.3117065  26897.9687500      6.0096998
    140.5117035  26861.6113281      6.0035620
    140.7117004  26807.9316406      5.9991822
    140.9116974  26752.8398438      5.9994860
    141.1117096  26724.8261719      5.9971128
    141.3117065  26700.9101562      5.9963307
    141.5117035  26689.8691406      5.9966874
    141.7117004  26672.7871094      5.9968314
    141.9116974  26705.0546875      5.9978271
    142.1117096  26731.9960938      6.0006471
    142.3117065  26771.3984375      5.9997115
    142.5117035  26817.5175781      6.0044880
    142.7117004  26868.3750000      6.0081224
    142.9116974  26919.1835938      6.0121102
    143.1117096  26963.2773438      6.0165348
    143.3117065  27043.7597656      6.0177708
    143.5117035  27113.0820312      6.0247059
    143.7117004  27183.9433594      6.0294776
    143.9116974  27251.6875000      6.0310555
    144.1117096  27320.0644531      6.0342455
    144.3117065  27371.1699219      6.0396233
    144.5117035  27433.1406250      6.0425205
    144.7117004  27437.7636719      6.0496969
    144.9116974  27519.8847656      6.0493412
    145.1117096  27558.4121094      6.0468793
    145.3117065  27584.2089844      6.0451860
    145.5117035  27599.2910156      6.0463982
    145.7117004  27583.6875000      6.0471687
    145.9116974  27566.9902344      6.0480843
    146.1117096  27537.6835938      6.0480313
    146.3117065  27508.4160156      6.0467119
    146.5117035  27461.9082031      6.0437489
    146.7117004  27423.0703125      6.0406709
    146.9116974  27382.6738281      6.0361304
    147.1117096  27352.0156250      6.0360632
    147.3117065  27313.2890625      6.0274982
    147.5117035  27285.9277344      6.0205922
    147.7117004  27252.8320312      6.0187798
    147.9116974  27247.6074219      6.0169320
    148.1117096  27249.3144531      6.0236378
    148.3117065  27264.2343750      6.0272837
    148.5117035  27298.8339844      6.0301757
    148.7117004  27330.3574219      6.0265913
    148.9116974  27363.9824219      6.0178256
    149.1117096  27377.6093750      6.0092993
    149.3117065  27422.9570312      6.0148854
    149.5117035  27446.5273438      6.0285635
    149.7117004  27464.2402344      6.0398870
    149.9116974  27469.4042969      6.0398889
    150.1117096  27475.8554688      6.0413113
    150.3117065  27462.4726562      6.0256429
    150.5117035  27441.6406250      6.0092936
    150.7117004  27393.0898438      5.9976797
    150.9116974  27370.9531250      6.0122175
    151.1117096  27316.6816406      6.0220098
    151.3117065  27265.3007812      6.0207205
    151.5117035  27212.9121094      6.0061607
    151.7117004  27145.8789062      6.0084958
    151.9116974  27079.5722656      5.9861908
    152.1117096  26966.2480469      5.9726605
    152.3117065  26951.4121094      5.9771500
    152.5117035  26887.3359375      5.9893775
    152.7117004  26840.1035156      5.9937625
    152.9116974  26799.7968750      5.9914665
    153.1117096  26785.2519531      5.9823523
    153.3117065  26765.1953125      5.9658771
    153.5117035  26757.2597656      5.9563050
    153.7117004  26765.7480469      5.9581137
    153.9116974  26781.5761719      5.9720106
    154.1117096  26798.1113281      5.9851727
    154.3117065  26826.1230469      5.9877515
    154.5117035  26864.0175781      5.9874792
    154.7117004  26895.2812500      5.9814019
    154.9116974  26933.6699219      5.9661937
    155.1117096  26950.1445312      5.9635601
    155.3117065  27024.3984375      5.9774337
    155.5117035  27079.2734375      5.9969811
    155.7117004  27122.0644531      6.0049148
    155.9116974  27171.4941406      6.0091906
    156.1117096  27224.2265625      6.0108504
    156.3117065  27274.3007812      6.0095057
    156.5117035  27299.7109375      6.0057950
    156.7117004  27363.5937500      6.0109739
    156.9116974  27406.0156250      6.0225878
    157.1117096  27435.9550781      6.0292001
    157.3117065  27464.4960938      6.0300736
    157.5117035  27486.2460938      6.0318227
    157.7117004  27485.4648438      6.0316806
    157.9116974  27478.8320312      6.0296583
    158.1117096  27445.6367188      6.0260687
    158.3117065  27441.9726562      6.0201063
    158.5117035  27423.0488281      6.0217686
    158.7117004  27394.1367188      6.0208879
    158.9116974  27372.3300781      6.0210843
    159.1117096  27340.5371094      6.0195336
    159.3117065  27318.3808594      6.0170078
    159.5117035  27266.9746094      6.0138097
    159.7117004  27271.6132812      6.0132351
    159.9116974  27269.8105469      6.0039229
    160.1117096  27267.8105469      6.0044441
    160.3117065  27272.2226562      6.0091910
    160.5117035  27278.9687500      6.0095983
    160.7117004  27297.0585938      6.0078330
    160.9116974  27300.0390625      6.0111027
    161.1117096  27313.1191406      6.0142202
    161.3117065  27324.9531250      6.0145841
    161.5117035  27341.3652344      6.0175076
    161.7117004  27349.6210938      6.0146008
    161.9116974  27361.6796875      6.0187078
    162.1117096  27362.8984375      6.0175757
    162.3117065  27353.9238281      6.0170183
    162.5117035  27314.6933594      6.0142946
    162.7117004  27308.7812500      6.0115919
    162.9116974  27282.1289062      6.0078340
    163.1117096  27257.7968750      6.0056381
    163.3117065  27225.8691406      6.0061684
    163.5117035  27192.0625000      6.0019598
    163.7117004  27154.5742188      5.9930534
    163.9117126  27107.3378906      5.9884982
    164.1117096  27031.6679688      5.9834776
    164.3117065  26986.9140625      5.9743710
    164.5117035  26933.0527344      5.9729476
    164.7117004  26885.5234375      5.9649615
    164.9117126  26859.9824219      5.9653955
    165.1117096  26914.2128906      5.9732466
    165.3117065  26982.7968750      5.9786186
    165.5117035  27046.8554688      5.9828844
    165.7117004  27106.5292969      5.9861298
    165.9117126  27161.9570312      5.9884410
    166.1117096  27213.2714844      5.9899044
    166.3117065  27260.6152344      5.9906068
    166.5117035  27304.1328125      5.9906344
    166.7117004  27343.9570312      5.9900746
    166.9117126  27380.2343750      5.9890132
    167.1117096  27413.0996094      5.9875360
    167.3117065  27442.6875000      5.9857306
    167.5117035  27469.1425781      5.9836822
    167.7117004  27492.6054688      5.9814787
    167.9117126  27513.2148438      5.9792051
    168.1117096  27531.1054688      5.9769492
    168.3117065  27546.4199219      5.9747968
    168.5117035  27559.3007812      5.9728346
    168.7117004  27569.8828125      5.9711494
    168.9117126  27578.3085938      5.9698272
    169.1117096  27584.7148438      5.9689541
    169.3117065  27589.2402344      5.9686174
    169.5117035  27592.0273438      5.9689026
    169.7117004  27593.2128906      5.9698968
    169.9117126  27588.5039062      5.9789224
    170.1117096  27604.5625000      5.9871302
    170.3117065  27598.2519531      5.9897413
    170.5117035  27584.5859375      5.9909382
    170.7117004  27557.8691406      5.9914985
    170.9117126  27529.1718750      5.9914479
    171.1117096  27497.7441406      5.9902310
    171.3117065  27473.3007812      5.9890332
    171.5117035  27421.9648438      5.9880862
    171.7117004  27407.3652344      5.9869795
    171.9117126  27390.6445312      5.9859400
    172.1117096  27378.4843750      5.9853725
    172.3117065  27366.4277344      5.9848619
    172.5117035  27362.5058594      5.9842110
    172.7117004  27367.7421875      5.9813328
    172.9117126  27363.2910156      5.9787202
    173.1117096  27380.4218750      5.9811330
    173.3117065  27383.2382812      5.9851637
    173.5117035  27395.8750000      5.9881816
    173.7117004  27404.5507812      5.9890866
    173.9117126  27413.1562500      5.9898305
    174.1117096  27423.6542969      5.9807920
    174.3117065  27425.5781250      5.9690819
    174.5117035  27437.1406250      5.9675412
    174.7117004  27438.9941406      5.9811950
    174.9117126  27435.9687500      5.9948087
    175.1117096  27433.8105469      5.9946408
    175.3117065  27420.6367188      5.9941187
    175.5117035  27403.1289062      5.9855456
    175.7117004  27373.1972656      5.9678941
    175.9117126  27303.5937500      5.9530921
    176.1117096  27274.8417969      5.9625344
    176.3117065  27213.2031250      5.9758277
    176.5117035  27150.6835938      5.9787207
    176.7117004  27095.9003906      5.9755797
    176.9117126  27043.6289062      5.9707327
    177.1117096  27004.5351562      5.9505448
    177.3117065  26952.8437500      5.9296803
    177.5117035  26920.8652344      5.9334836
    177.7117004  26896.6406250      5.9496303
    177.9117126  26880.2363281      5.9605989
    178.1117096  26870.9140625      5.9600320
    178.3117065  26869.1757812      5.9590535
    178.5117035  26880.3691406      5.9482560
    178.7117004  26900.8652344      5.9336815
    178.9117126  26924.0097656      5.9302773
    179.1117096  26969.4902344      5.9484453
    179.3117065  27014.1347656      5.9678268
    179.5117035  27069.1972656      5.9717937
    179.7117004  27109.0605469      5.9752226
    179.9117126  27174.5488281      5.9726605
    180.1117096  27235.7128906      5.9621563
    180.3117065  27268.4218750      5.9535193
    180.5117035  27338.7246094      5.9704542
    180.7117004  27397.7324219      5.9888020
    180.9117126  27448.2636719      5.9986439
    181.1117096  27488.7753906      6.0011086
    181.3117065  27527.4746094      6.0032868
    181.5117035  27533.4433594      6.0033646
    181.7117004  27656.0000000      6.0446348
    181.9117126  28150.4882812      6.1544218
    182.1117096  28885.0214844      6.3072371
    182.3117065  29728.3671875      6.4776616
    182.5117035  30549.2851562      6.6402693
    182.7117004  31216.5312500      6.7696357
    182.9117126  31598.8671875      6.8403387
    183.1117096  31564.9882812      6.8269391
    183.3117065  30983.6835938      6.7040210
    183.5117035  29723.7070312      6.4461579
    183.7117004  27653.8164062      6.0279274
    183.9117126  27247.5078125      5.9536586
    184.1117096  27231.3183594      5.9589829
    184.3117065  27227.6210938      5.9664054
    184.5117035  27231.0937500      5.9713426
    184.7117004  27230.3300781      5.9736533
    184.9117126  27229.6699219      5.9773679
    185.1117096  27240.5488281      5.9804349
    185.3117065  27257.5058594      5.9832788
    185.5117035  27271.0214844      5.9858022
    185.7117004  27299.8808594      5.9880123
    185.9117126  27324.7617188      5.9904628
    186.1117096  27345.2421875      5.9926066
    186.3117065  27350.6289062      5.9945288
    186.5117035  27366.5332031      5.9955401
    186.7117004  27381.3984375      5.9965920
    186.9117126  27388.2480469      5.9969974
    187.1117096  27394.7656250      5.9971843
    187.3117065  27391.4921875      5.9970989
    187.5117035  27379.1738281      5.9969182
    187.7117004  27352.6699219      5.9963245
    187.9117126  27312.8339844      5.9932332
    188.1117096  27277.6230469      5.9904571
    188.3117065  27229.2578125      5.9870796
    188.5117035  27172.3906250      5.9836020
    188.7117004  27100.8398438      5.9802079
    188.9117126  27037.0410156      5.9765282
    189.1117096  26986.2402344      5.9726391
    189.3117065  26908.4960938      5.9689431
    189.5117035  26887.4121094      5.9661093
    189.7117004  26839.8457031      5.9632778
    189.9117126  26811.3320312      5.9624639
    190.1117096  26791.8671875      5.9615941
    190.3117065  26765.5390625      5.9605331
    190.5117035  26758.8281250      5.9591827
    190.7117004  26757.2226562      5.9593177
    190.9117126  26783.6640625      5.9609795
    191.1117096  26822.9453125      5.9628963
    191.3117065  26878.8867188      5.9664540
    191.5117035  26939.1445312      5.9698005
    191.7117004  27008.3007812      5.9746757
    191.9117126  27071.9785156      5.9803214
    192.1117096  27148.9121094      5.9859333
    192.3117065  27246.3964844      5.9909015
    192.5117035  27325.6406250      5.9957542
    192.7117004  27393.6171875      6.0008693
